oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,87.81,KNN,0.798,0.39,0.702,0.185,0.501,0.758,0.754,0.248
SMOTUNED,1461.04,LR,0.783,0.35,0.586,0.183,0.438,0.701,0.682,0.32
SMOTUNED,79.02,DT,0.734,0.312,0.702,0.261,0.432,0.72,0.72,0.28
SMOTUNED,257.23,RF,0.839,0.461,0.691,0.136,0.553,0.777,0.768,0.239
SMOTUNED,157.76,LightGBM,0.839,0.461,0.691,0.136,0.553,0.777,0.768,0.239
SMOTUNED,306.14,Adaboost,0.79,0.372,0.663,0.189,0.476,0.737,0.73,0.273
SMOTUNED,464.25,GBDT,0.775,0.354,0.674,0.208,0.464,0.733,0.728,0.273
DAZZLE,2276.388547182083,SVM,0.897,0.906,0.32,0.006,0.473,0.657,0.485,0.481
DAZZLE,2276.388547182083,KNN,0.897,0.691,0.519,0.039,0.593,0.74,0.674,0.341
DAZZLE,2276.388547182083,LR,0.859,0.625,0.055,0.006,0.102,0.525,0.105,0.668
DAZZLE,2276.388547182083,DT,0.839,0.45,0.525,0.108,0.485,0.708,0.661,0.345
DAZZLE,2276.388547182083,RF,0.902,0.742,0.492,0.029,0.591,0.731,0.653,0.36
DAZZLE,2276.388547182083,LightGBM,0.911,0.817,0.492,0.019,0.614,0.737,0.655,0.36
DAZZLE,2276.388547182083,Adaboost,0.909,0.807,0.486,0.02,0.607,0.733,0.65,0.364
DAZZLE,2276.388547182083,GBDT,0.908,0.764,0.519,0.027,0.618,0.746,0.677,0.34
WGAN,41.09,SVM,0.855,0.0,0.0,0.001,0.0,0.5,0.0,0.707
WGAN,41.09,KNN,0.865,0.8,0.088,0.004,0.159,0.542,0.162,0.645
WGAN,41.09,LR,0.857,0.505,0.265,0.044,0.348,0.611,0.415,0.521
WGAN,41.09,DT,0.476,0.178,0.729,0.567,0.286,0.581,0.543,0.444
WGAN,41.09,RF,0.838,0.338,0.127,0.042,0.185,0.543,0.224,0.618
WGAN,41.09,LightGBM,0.813,0.186,0.088,0.065,0.12,0.512,0.162,0.646
WGAN,41.09,Adaboost,0.876,0.857,0.166,0.005,0.278,0.581,0.284,0.59
WGAN,41.09,GBDT,0.215,0.145,0.906,0.901,0.25,0.502,0.178,0.641
RP,3.065108299255371,SVM,0.902,0.746,0.486,0.028,0.589,0.729,0.648,0.364
RP,3.065108299255371,KNN,0.861,0.514,0.63,0.101,0.566,0.765,0.741,0.271
RP,3.065108299255371,LR,0.854,0.494,0.481,0.083,0.487,0.699,0.631,0.372
RP,3.065108299255371,DT,0.85,0.484,0.58,0.104,0.528,0.738,0.704,0.306
RP,3.065108299255371,RF,0.896,0.674,0.536,0.044,0.597,0.746,0.687,0.33
RP,3.065108299255371,LightGBM,0.908,0.769,0.514,0.026,0.616,0.744,0.673,0.344
RP,3.065108299255371,Adaboost,0.9,0.707,0.519,0.036,0.599,0.742,0.675,0.341
RP,3.065108299255371,GBDT,0.882,0.604,0.53,0.059,0.565,0.736,0.678,0.335
Howso,111.58697962760925,SVM,0.861,0.514,0.591,0.094,0.55,0.749,0.715,0.297
Howso,111.58697962760925,KNN,0.775,0.348,0.646,0.204,0.453,0.721,0.713,0.289
Howso,111.58697962760925,LR,0.799,0.375,0.586,0.165,0.457,0.71,0.688,0.315
Howso,111.58697962760925,DT,0.772,0.355,0.707,0.217,0.472,0.745,0.743,0.258
Howso,111.58697962760925,RF,0.847,0.478,0.674,0.124,0.56,0.775,0.762,0.247
Howso,111.58697962760925,LightGBM,0.832,0.447,0.696,0.145,0.544,0.775,0.767,0.238
Howso,111.58697962760925,Adaboost,0.808,0.404,0.696,0.173,0.511,0.761,0.756,0.247
Howso,111.58697962760925,GBDT,0.815,0.415,0.691,0.164,0.519,0.763,0.756,0.248
DS,0.30652356147766113,SVM,0.892,0.96,0.265,0.002,0.416,0.632,0.419,0.52
DS,0.30652356147766113,KNN,0.896,0.698,0.497,0.036,0.581,0.73,0.656,0.356
DS,0.30652356147766113,LR,0.869,0.69,0.16,0.012,0.26,0.574,0.276,0.594
DS,0.30652356147766113,DT,0.84,0.454,0.541,0.11,0.494,0.716,0.673,0.333
DS,0.30652356147766113,RF,0.901,0.732,0.497,0.031,0.592,0.733,0.657,0.356
DS,0.30652356147766113,LightGBM,0.913,0.833,0.497,0.017,0.623,0.74,0.66,0.356
DS,0.30652356147766113,Adaboost,0.905,0.782,0.475,0.022,0.591,0.726,0.639,0.371
DS,0.30652356147766113,GBDT,0.9,0.722,0.503,0.033,0.593,0.735,0.662,0.352
SDV_GC,4.170816659927368,SVM,0.904,0.907,0.376,0.007,0.531,0.685,0.545,0.441
SDV_GC,4.170816659927368,KNN,0.9,0.709,0.525,0.036,0.603,0.744,0.68,0.337
SDV_GC,4.170816659927368,LR,0.869,0.627,0.232,0.023,0.339,0.604,0.375,0.543
SDV_GC,4.170816659927368,DT,0.843,0.463,0.547,0.107,0.501,0.72,0.678,0.329
SDV_GC,4.170816659927368,RF,0.9,0.741,0.475,0.028,0.579,0.724,0.638,0.372
SDV_GC,4.170816659927368,LightGBM,0.909,0.819,0.475,0.018,0.601,0.729,0.64,0.371
SDV_GC,4.170816659927368,Adaboost,0.906,0.774,0.492,0.024,0.601,0.734,0.654,0.36
SDV_GC,4.170816659927368,GBDT,0.907,0.762,0.514,0.027,0.614,0.743,0.672,0.344
SDV_GAN,22.242639780044556,SVM,0.906,0.854,0.42,0.012,0.563,0.704,0.589,0.41
SDV_GAN,22.242639780044556,KNN,0.895,0.687,0.497,0.038,0.577,0.73,0.656,0.357
SDV_GAN,22.242639780044556,LR,0.823,0.364,0.304,0.089,0.331,0.607,0.456,0.496
SDV_GAN,22.242639780044556,DT,0.841,0.455,0.497,0.101,0.475,0.698,0.64,0.363
SDV_GAN,22.242639780044556,RF,0.903,0.736,0.508,0.031,0.601,0.739,0.667,0.348
SDV_GAN,22.242639780044556,LightGBM,0.913,0.833,0.497,0.017,0.623,0.74,0.66,0.356
SDV_GAN,22.242639780044556,Adaboost,0.903,0.744,0.497,0.029,0.596,0.734,0.658,0.356
SDV_GAN,22.242639780044556,GBDT,0.892,0.664,0.503,0.043,0.572,0.73,0.659,0.353
